     POSTE      DATE              RR
  69029001  19220518             0.0
  69029001  19220519             0.0
  69029001  19220520             0.0
  69029001  19220521             0.0
  69029001  19220522             0.0
  69029001  19220523             0.0
  69029001  19220524             0.0
  69029001  19220525             0.0
  69029001  19220526             0.0
  69029001  19220527             0.0
  69029001  19220528             0.0
  69029001  19220529             0.0
  69029001  19220530             0.0
  69029001  19220531             0.0
  69029001  19220601             0.0
  69029001  19220602             0.3
  69029001  19220603             0.0
  69029001  19220604             0.0
  69029001  19220605             0.0
  69029001  19220606             2.3
  69029001  19220607            11.5
  69029001  19220608             1.8
  69029001  19220609             6.6
  69029001  19220610             0.8
  69029001  19220611             0.5
  69029001  19220612             0.0
  69029001  19220613             0.0
  69029001  19220614             4.0
  69029001  19220615            12.8
  69029001  19220616             0.0
  69029001  19220617             3.0
  69029001  19220618             0.0
  69029001  19220619             0.0
  69029001  19220620             0.0
  69029001  19220621             0.0
  69029001  19220622             1.6
  69029001  19220623             0.0
  69029001  19220624             0.0
  69029001  19220625             1.4
  69029001  19220626             0.1
  69029001  19220627             0.0
  69029001  19220628             0.0
  69029001  19220629             2.7
  69029001  19220630             0.0
  69029001  19220701             0.0
  69029001  19220702             4.0
  69029001  19220703             0.0
  69029001  19220704             0.0
  69029001  19220705             0.0
  69029001  19220706            10.2
  69029001  19220707             0.0
  69029001  19220708            15.6
  69029001  19220709             0.0
  69029001  19220710             0.0
  69029001  19220711             4.2
  69029001  19220712             4.4
  69029001  19220713             0.0
  69029001  19220714            28.1
  69029001  19220715            12.4
  69029001  19220716             0.0
  69029001  19220717             0.0
  69029001  19220718             0.0
  69029001  19220719             0.0
  69029001  19220720             0.0
  69029001  19220721             0.0
  69029001  19220722             1.6
  69029001  19220723             6.6
  69029001  19220724            11.1
  69029001  19220725             1.3
  69029001  19220726             0.0
  69029001  19220727             3.3
  69029001  19220728             4.6
  69029001  19220729             0.0
  69029001  19220730             0.0
  69029001  19220731             0.0
  69029001  19220801            34.4
  69029001  19220802             0.0
  69029001  19220803             0.0
  69029001  19220804             0.0
  69029001  19220805             0.3
  69029001  19220806             5.7
  69029001  19220807             0.0
  69029001  19220808            11.9
  69029001  19220809             0.0
  69029001  19220810             0.0
  69029001  19220811             0.0
  69029001  19220812             0.0
  69029001  19220813             0.0
  69029001  19220814             9.8
  69029001  19220815             8.8
  69029001  19220816             0.0
  69029001  19220817             0.0
  69029001  19220818             0.0
  69029001  19220819             0.0
  69029001  19220820             0.0
  69029001  19220821             1.0
  69029001  19220822             0.0
  69029001  19220823             3.2
  69029001  19220824             0.0
  69029001  19220825             0.0
  69029001  19220826             0.0
  69029001  19220827             0.0
  69029001  19220828             0.0
  69029001  19220829            21.4
  69029001  19220830             0.0
  69029001  19220831            34.5
  69029001  19220901             2.6
  69029001  19220902             0.1
  69029001  19220903             0.0
  69029001  19220904             0.0
  69029001  19220905             0.0
  69029001  19220906             0.0
  69029001  19220907             0.0
  69029001  19220908             0.0
  69029001  19220909             0.0
  69029001  19220910             0.0
  69029001  19220911             3.9
  69029001  19220912             4.1
  69029001  19220913             7.3
  69029001  19220914             0.5
  69029001  19220915             9.0
  69029001  19220916             0.0
  69029001  19220917             0.3
  69029001  19220918             0.0
  69029001  19220919             0.0
  69029001  19220920             0.0
  69029001  19220921             0.0
  69029001  19220922             0.0
  69029001  19220923             0.0
  69029001  19220924             0.0
  69029001  19220925             0.0
  69029001  19220926            11.7
  69029001  19220927            32.0
  69029001  19220928            12.8
  69029001  19220929             0.3
  69029001  19220930             0.0
  69029001  19221001             0.0
  69029001  19221002             0.0
  69029001  19221003             0.0
  69029001  19221004             0.0
  69029001  19221005            13.3
  69029001  19221006             8.6
  69029001  19221007             4.9
  69029001  19221008             0.1
  69029001  19221009             2.9
  69029001  19221010             0.0
  69029001  19221011             0.0
  69029001  19221012             0.0
  69029001  19221013             0.0
  69029001  19221014             0.0
  69029001  19221015             0.0
  69029001  19221016             0.0
  69029001  19221017             0.0
  69029001  19221018            11.8
  69029001  19221019             1.8
  69029001  19221020             0.0
  69029001  19221021             5.1
  69029001  19221022            11.5
  69029001  19221023             6.5
  69029001  19221024             0.0
  69029001  19221025             1.7
  69029001  19221026             0.2
  69029001  19221027             0.2
  69029001  19221028             0.0
  69029001  19221029            16.8
  69029001  19221030             7.3
  69029001  19221031             3.0
  69029001  19221101             6.4
  69029001  19221102             4.3
  69029001  19221103            15.5
  69029001  19221104             2.4
  69029001  19221105             0.0
  69029001  19221106             3.9
  69029001  19221107             0.0
  69029001  19221108            12.1
  69029001  19221109             0.1
  69029001  19221110             0.0
  69029001  19221111             0.4
  69029001  19221112             0.0
  69029001  19221113             0.0
  69029001  19221114             0.0
  69029001  19221115             0.0
  69029001  19221116             0.0
  69029001  19221117             0.0
  69029001  19221118             0.2
  69029001  19221119             0.0
  69029001  19221120             0.0
  69029001  19221121             0.0
  69029001  19221122             0.0
  69029001  19221123             0.0
  69029001  19221124             0.0
  69029001  19221125             0.0
  69029001  19221126             3.6
  69029001  19221127             0.0
  69029001  19221128             5.4
  69029001  19221129             1.6
  69029001  19221130             0.0
  69029001  19221201             0.0
  69029001  19221202             0.0
  69029001  19221203             0.0
  69029001  19221204             0.0
  69029001  19221205             0.0
  69029001  19221206             0.5
  69029001  19221207             1.0
  69029001  19221208             1.9
  69029001  19221209             0.0
  69029001  19221210             0.0
  69029001  19221211             0.0
  69029001  19221212             0.0
  69029001  19221213             0.0
  69029001  19221214             0.0
  69029001  19221215             0.0
  69029001  19221216             0.0
  69029001  19221217             1.8
  69029001  19221218            10.0
  69029001  19221219             0.4
  69029001  19221220            12.5
  69029001  19221221             0.0
  69029001  19221222            14.1
  69029001  19221223             2.8
  69029001  19221224             0.0
  69029001  19221225             0.0
  69029001  19221226             0.0
  69029001  19221227             0.3
  69029001  19221228             0.4
  69029001  19221229             2.1
  69029001  19221230            15.9
  69029001  19221231             1.6
  69029001  19230101             0.0
  69029001  19230102             0.0
  69029001  19230103             6.5
  69029001  19230104             0.0
  69029001  19230105             0.0
  69029001  19230106             0.3
  69029001  19230107             0.4
  69029001  19230108             3.4
  69029001  19230109             0.2
  69029001  19230110             4.8
  69029001  19230111             1.3
  69029001  19230112             0.0
  69029001  19230113             0.0
  69029001  19230114             0.7
  69029001  19230115             0.6
  69029001  19230116             3.8
  69029001  19230117             0.0
  69029001  19230118             0.0
  69029001  19230119             0.0
  69029001  19230120             8.6
  69029001  19230121             0.0
  69029001  19230122             0.2
  69029001  19230123             0.4
  69029001  19230124             0.0
  69029001  19230125             0.0
  69029001  19230126             0.0
  69029001  19230127             0.0
  69029001  19230128             0.2
  69029001  19230129             0.8
  69029001  19230130             2.3
  69029001  19230131             0.1
  69029001  19230201             0.0
  69029001  19230202             0.0
  69029001  19230203             0.3
  69029001  19230204             0.0
  69029001  19230205             0.0
  69029001  19230206             0.3
  69029001  19230207             0.3
  69029001  19230208            14.6
  69029001  19230209             0.0
  69029001  19230210             7.9
  69029001  19230211            11.3
  69029001  19230212             0.3
  69029001  19230213            11.8
  69029001  19230214             0.0
  69029001  19230215             0.7
  69029001  19230216             0.6
  69029001  19230217             6.2
  69029001  19230218             9.6
  69029001  19230219             2.7
  69029001  19230220             0.1
  69029001  19230221             0.8
  69029001  19230222             3.5
  69029001  19230223             0.0
  69029001  19230224             1.1
  69029001  19230225             0.4
  69029001  19230226            11.9
  69029001  19230227             0.0
  69029001  19230228             1.5
  69029001  19230301            10.1
  69029001  19230302             3.0
  69029001  19230303             4.4
  69029001  19230304             1.6
  69029001  19230305             0.0
  69029001  19230306             2.3
  69029001  19230307             4.4
  69029001  19230308            15.2
  69029001  19230309             0.9
  69029001  19230310             0.0
  69029001  19230311             0.0
  69029001  19230312             0.0
  69029001  19230313             0.0
  69029001  19230314             0.0
  69029001  19230315             0.0
  69029001  19230316             0.0
  69029001  19230317             0.0
  69029001  19230318             1.2
  69029001  19230319             0.3
  69029001  19230320             5.3
  69029001  19230321             0.7
  69029001  19230322             0.0
  69029001  19230323             0.0
  69029001  19230324             0.0
  69029001  19230325             0.0
  69029001  19230326             0.0
  69029001  19230327             0.0
  69029001  19230328             0.4
  69029001  19230329             0.2
  69029001  19230330             0.0
  69029001  19230331             0.0
  69029001  19230401             0.0
  69029001  19230402             0.0
  69029001  19230403             0.0
  69029001  19230404             0.0
  69029001  19230405             0.0
  69029001  19230406             0.0
  69029001  19230407             0.0
  69029001  19230408             0.0
  69029001  19230409             0.0
  69029001  19230410             0.0
  69029001  19230411             1.8
  69029001  19230412             5.8
  69029001  19230413             6.7
  69029001  19230414             7.2
  69029001  19230415             2.7
  69029001  19230416             1.7
  69029001  19230417             0.0
  69029001  19230418             1.4
  69029001  19230419             0.0
  69029001  19230420             4.4
  69029001  19230421            10.2
  69029001  19230422             0.0
  69029001  19230423             1.5
  69029001  19230424             0.0
  69029001  19230425             0.0
  69029001  19230426             5.1
  69029001  19230427             3.2
  69029001  19230428             0.0
  69029001  19230429             0.1
  69029001  19230430             0.0
  69029001  19230501             0.0
  69029001  19230502             0.0
  69029001  19230503             0.0
  69029001  19230504             0.0
  69029001  19230505             0.0
  69029001  19230506             0.0
  69029001  19230507             0.0
  69029001  19230508             0.0
  69029001  19230509             7.5
  69029001  19230510             2.0
  69029001  19230511             0.0
  69029001  19230512             2.2
  69029001  19230513             1.6
  69029001  19230514            15.5
  69029001  19230515             0.0
  69029001  19230516             4.7
  69029001  19230517             1.6
  69029001  19230518             0.0
  69029001  19230519             0.0
  69029001  19230520             0.0
  69029001  19230521             0.3
  69029001  19230522             0.0
  69029001  19230523             0.0
  69029001  19230524             9.2
  69029001  19230525            13.2
  69029001  19230526             4.0
  69029001  19230527            40.8
  69029001  19230528             1.1
  69029001  19230529             1.2
  69029001  19230530             0.0
  69029001  19230531             0.2
  69029001  19230601             0.0
  69029001  19230602             0.0
  69029001  19230603             0.6
  69029001  19230604             2.9
  69029001  19230605             0.0
  69029001  19230606             1.0
  69029001  19230607             0.0
  69029001  19230608             0.0
  69029001  19230609             0.0
  69029001  19230610             0.0
  69029001  19230611             0.0
  69029001  19230612             0.0
  69029001  19230613             2.3
  69029001  19230614             0.2
  69029001  19230615             2.0
  69029001  19230616             1.0
  69029001  19230617             2.1
  69029001  19230618             0.0
  69029001  19230619             0.0
  69029001  19230620             9.0
  69029001  19230621             0.0
  69029001  19230622             0.0
  69029001  19230623             0.0
  69029001  19230624             0.0
  69029001  19230625             0.0
  69029001  19230626             0.0
  69029001  19230627             0.0
  69029001  19230628             0.0
  69029001  19230629             0.0
  69029001  19230630             0.0
  69029001  19230701             0.0
  69029001  19230702             0.0
  69029001  19230703             0.0
  69029001  19230704             0.0
  69029001  19230705             0.0
  69029001  19230706             0.0
  69029001  19230707             0.0
  69029001  19230708             1.7
  69029001  19230709             0.2
  69029001  19230710             0.0
  69029001  19230711             0.0
  69029001  19230712             0.0
  69029001  19230713             0.0
  69029001  19230714             0.0
  69029001  19230715             2.0
  69029001  19230716             0.0
  69029001  19230717             0.0
  69029001  19230718             0.0
  69029001  19230719             0.0
  69029001  19230720             0.0
  69029001  19230721             0.0
  69029001  19230722             0.0
  69029001  19230723             0.0
  69029001  19230724             0.0
  69029001  19230725             0.0
  69029001  19230726             0.0
  69029001  19230727             0.0
  69029001  19230728             0.0
  69029001  19230729             0.0
  69029001  19230730             0.0
  69029001  19230731             2.1
  69029001  19230801             0.0
  69029001  19230802             0.3
  69029001  19230803             0.0
  69029001  19230804             0.0
  69029001  19230805             0.0
  69029001  19230806             0.0
  69029001  19230807             0.0
  69029001  19230808             0.0
  69029001  19230809             0.0
  69029001  19230810             0.0
  69029001  19230811             0.0
  69029001  19230812             0.0
  69029001  19230813             0.0
  69029001  19230814             0.0
  69029001  19230815             0.0
  69029001  19230816             0.0
  69029001  19230817             0.0
  69029001  19230818             0.0
  69029001  19230819             0.0
  69029001  19230820             0.0
  69029001  19230821            22.4
  69029001  19230822             3.0
  69029001  19230823             0.0
  69029001  19230824            26.5
  69029001  19230825             0.0
  69029001  19230826             0.0
  69029001  19230827             0.8
  69029001  19230828             0.0
  69029001  19230829             0.0
  69029001  19230830             1.5
  69029001  19230831            16.7
  69029001  19230901             0.4
  69029001  19230902             0.0
  69029001  19230903             0.0
  69029001  19230904             0.0
  69029001  19230905             0.0
  69029001  19230906             0.0
  69029001  19230907             0.0
  69029001  19230908             0.0
  69029001  19230909             0.0
  69029001  19230910             0.0
  69029001  19230911             0.0
  69029001  19230912             0.0
  69029001  19230913             0.0
  69029001  19230914             9.7
  69029001  19230915             4.5
  69029001  19230916            24.2
  69029001  19230917             0.4
  69029001  19230918             1.2
  69029001  19230919             0.3
  69029001  19230920             1.1
  69029001  19230921             4.7
  69029001  19230922             0.0
  69029001  19230923            22.7
  69029001  19230924             0.0
  69029001  19230925             0.0
  69029001  19230926             0.0
  69029001  19230927             0.0
  69029001  19230928             0.0
  69029001  19230929             0.0
  69029001  19230930             0.0
  69029001  19231001             0.0
  69029001  19231002             2.0
  69029001  19231003             1.6
  69029001  19231004            10.8
  69029001  19231005             2.8
  69029001  19231006             0.0
  69029001  19231007             1.7
  69029001  19231008             6.6
  69029001  19231009             0.3
  69029001  19231010             0.0
  69029001  19231011             0.0
  69029001  19231012             0.0
  69029001  19231013            27.5
  69029001  19231014             0.0
  69029001  19231015             0.0
  69029001  19231016             0.0
  69029001  19231017             0.0
  69029001  19231018             0.0
  69029001  19231019             0.0
  69029001  19231020             0.0
  69029001  19231021            31.4
  69029001  19231022             0.6
  69029001  19231023             0.0
  69029001  19231024             0.0
  69029001  19231025             0.0
  69029001  19231026            12.6
  69029001  19231027             1.7
  69029001  19231028            66.6
  69029001  19231029             0.0
  69029001  19231030             0.0
  69029001  19231031             0.0
  69029001  19231101             0.0
  69029001  19231102             0.7
  69029001  19231103             0.0
  69029001  19231104             0.8
  69029001  19231105             0.4
  69029001  19231106            12.7
  69029001  19231107             0.0
  69029001  19231108             0.0
  69029001  19231109             3.0
  69029001  19231110             0.0
  69029001  19231111             0.5
  69029001  19231112             3.1
  69029001  19231113             2.2
  69029001  19231114             1.5
  69029001  19231115             2.8
  69029001  19231116             2.4
  69029001  19231117             1.5
  69029001  19231118             8.0
  69029001  19231119             0.8
  69029001  19231120             0.0
  69029001  19231121             0.0
  69029001  19231122             0.0
  69029001  19231123             0.2
  69029001  19231124             0.1
  69029001  19231125            24.8
  69029001  19231126            20.6
  69029001  19231127             0.5
  69029001  19231128            22.0
  69029001  19231129            12.9
  69029001  19231130            29.5
  69029001  19231201             3.5
  69029001  19231202             3.9
  69029001  19231203             0.0
  69029001  19231204             0.5
  69029001  19231205             0.2
  69029001  19231206             0.0
  69029001  19231207             0.0
  69029001  19231208             0.3
  69029001  19231209            36.2
  69029001  19231210             0.3
  69029001  19231211             0.0
  69029001  19231212             0.0
  69029001  19231213             0.0
  69029001  19231214             0.0
  69029001  19231215             0.8
  69029001  19231216             0.0
  69029001  19231217             0.3
  69029001  19231218             2.5
  69029001  19231219             2.2
  69029001  19231220             2.5
  69029001  19231221             3.6
  69029001  19231222            12.7
  69029001  19231223             2.2
  69029001  19231224            10.1
  69029001  19231225             0.0
  69029001  19231226             8.9
  69029001  19231227             4.9
  69029001  19231228             6.2
  69029001  19231229             0.3
  69029001  19231230            10.9
  69029001  19231231             0.0
  69029001  19240101            12.7
  69029001  19240102             3.5
  69029001  19240103             5.8
  69029001  19240104             1.1
  69029001  19240105             0.0
  69029001  19240106             0.0
  69029001  19240107             0.0
  69029001  19240108             2.1
  69029001  19240109             1.0
  69029001  19240110             0.4
  69029001  19240111             0.0
  69029001  19240112             0.0
  69029001  19240113             0.0
  69029001  19240114             0.0
  69029001  19240115             0.0
  69029001  19240116             0.0
  69029001  19240117             0.3
  69029001  19240118             0.0
  69029001  19240119             2.8
  69029001  19240120             0.7
  69029001  19240121             0.0
  69029001  19240122             0.0
  69029001  19240123             0.0
  69029001  19240124             0.0
  69029001  19240125             0.0
  69029001  19240126             0.0
  69029001  19240127             0.0
  69029001  19240128             0.3
  69029001  19240129             0.0
  69029001  19240130             0.0
  69029001  19240131             0.0
  69029001  19240201             0.0
  69029001  19240202             0.0
  69029001  19240203             0.0
  69029001  19240204             0.0
  69029001  19240205             0.5
  69029001  19240206             1.1
  69029001  19240207             0.7
